Date,Type,Journal,Language post,Field,Link,DOI,Likes,Comments,Shares,Altmetric,Twitter,Facebook,Blogs,Mendeley,Observ.,Other Altmetric/Lang paper
Ago/28/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/28/fgv-escola-de-administracao-de-empresas-de-sao-paulo-uma-escola-americana/,10.1590/S0034-759020140204,4,0,1,0,0,0,0,0,Link p/blog. 3 likes FB blog. Video. Logo em Gif,Artigo en
Sep/1/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/09/01/periodicos-cientificos-brasileiros-e-o-dilema-publicar-ou-nao-em-ingles/,10.1590/S0034-759020140204,59,1,36,0,0,0,0,0,Link p/blog.Blog link p/3 artigos. Um dos artigos já divulgado anteriormente. 107 likes FB blog.,
Aug/31/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/31/como-o-empreendedorismo-pode-transformar-o-mundo/,10.1590/S0034-759020150402,5,0,2,3,3,0,0,2,Link p/blog. 21 likes FB blog. Blog link p/5 artigos. Gif FB. Video blog. Tweets en.,Artigo en
Aug/28/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/28/rae-ha-55-anos-colaborando-para-a-producao-academica-em-administracao/,10.1590/S0034-759020160101,5,0,1,0,0,0,0,0,Link p/blog. Blog link p/4 artigos. 4likes FB blog. Video. Logo em Gif,Artigo en
Aug/31/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/31/como-o-empreendedorismo-pode-transformar-o-mundo/,10.1590/S0034-759020160204,5,0,2,0,0,0,0,0,Link p/blog. 21 likes FB blog. Blog link p/5 artigos. Gif FB. Video blog.,
Sep/1/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/09/01/periodicos-cientificos-brasileiros-e-o-dilema-publicar-ou-nao-em-ingles/,10.1590/S0034-759020160301,59,1,36,0,0,0,0,0,Link p/blog.Blog link p/3 artigos. Um dos artigos já divulgado anteriormente. 107 likes FB blog.,
Aug/29/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/29/desafios-para-a-internacionalizacao-de-periodicos-do-brasil-quem-paga-a-conta/,10.1590/S0034-759020160304,8,0,1,0,0,0,0,0,Link p/blog. Com GIF. Video no Post. 3 likes FB blog. Doi quebrado,Artigo en
Aug/31/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/31/como-o-empreendedorismo-pode-transformar-o-mundo/,10.1590/S0034-759020160305,5,0,2,0,0,0,0,0,Link p/blog. 21 likes FB blog. Blog link p/5 artigos. Gif FB. Video blog.,Artigo en
Aug/29/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/29/rae-historia-e-tradicao-em-publicacao-cientifica/,10.1590/s0034-759020170101,5,0,1,0,0,0,0,0,Link p/blog. Blog link p/5 artigos. 13 likes FB blog. Video. Logo em Gif,
Aug/28/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/28/rae-ha-55-anos-colaborando-para-a-producao-academica-em-administracao/,10.1590/s0034-759020170201,5,0,1,0,0,0,0,0,Link p/blog. Blog link p/4 artigos. 4likes FB blog. Video. Logo em Gif,Artigo en
Aug/30/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/30/como-pesquisas-em-administracao-podem-unir-rigor-e-relevancia-para-o-desenvolvimento-das-organizacoes/,10.1590/s0034-759020170201,9,0,0,0,0,0,0,0,Link p/blog. 3 likes FB blog. Blog link p/2 artigos. Gif FB. Video blog.,
Aug/28/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/28/rae-ha-55-anos-colaborando-para-a-producao-academica-em-administracao/,10.1590/s0034-759020170401,5,0,1,0,0,0,0,0,Link p/blog. Blog link p/4 artigos. 4likes FB blog. Video. Logo em GIf,Artigo en
Sep/1/2017,Release,Revista de Administração de Empresas,Pt,Administração,http://humanas.blog.scielo.org/blog/2017/09/01/rae-desafios-da-comunicacao/,10.1590/s0034-759020170401,2,0,1,0,0,0,0,0,Link p/blog. 3 likes FB blog. Video e Gif,pt
Aug/29/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/29/desafios-para-a-internacionalizacao-de-periodicos-do-brasil-quem-paga-a-conta/,10.1590/s0034-759020170406,8,0,1,0,0,0,0,0,Link p/blog. Com GIF. Video no Post. 3 likes FB blog.,Artigo en
Aug/29/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/29/rae-historia-e-tradicao-em-publicacao-cientifica/,10.1590/s0034-759020170407,5,0,1,0,0,0,0,0,Link p/blog. Blog link p/5 artigos. 13 likes FB blog. Video. Logo em Gif,
Aug/30/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/30/estudo-bibliometrico-revela-quando-a-palavra-globalizacao-deu-lugar-a-internacionalizacao-na-pesquisa-em-administracao/,10.1590/s0034-759020170407,5,0,0,0,0,0,0,0,Link p/blog. 3 likes FB blog. Blog link p/2 artigos. Gif FB. Video blog.,
Aug/31/2017,Release,Revista de Administração de Empresas - RAC,pt,Administração,http://humanas.blog.scielo.org/blog/2017/08/31/como-o-empreendedorismo-pode-transformar-o-mundo/,10.1590/s0034-759020170410,5,0,2,0,0,0,0,0,Link p/blog. 21 likes FB blog. Blog link p/5 artigos. Gif FB. Video blog.,
